[INFO ] [2020-12-31 12:01:46,053] Pre-condition - STEP 01: Open browser
[INFO ] [2020-12-31 12:02:24,000] TC_05_loginWithInvalidPassword - STEP 04: Click to login button
[INFO ] [2020-12-31 12:02:25,024] TC_05_loginWithInvalidPassword - STEP 05: Verify error message displayed
[INFO ] [2020-12-31 12:02:25,102]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:25,102] TC_06_loginWithValidEmailAndPassword - STEP 01: Refresh page
[INFO ] [2020-12-31 12:02:25,109] TC_06_loginWithValidEmailAndPassword - STEP 02: Input valid email to email text box
[INFO ] [2020-12-31 12:02:26,482] TC_06_loginWithValidEmailAndPassword - STEP 03: Input valid password to password textbox
[INFO ] [2020-12-31 12:02:26,675] TC_06_loginWithValidEmailAndPassword - STEP 04: Click to login button
[INFO ] [2020-12-31 12:02:28,168] TC_06_loginWithValidEmailAndPassword - STEP 05: Verify success message displayed
[INFO ] [2020-12-31 12:02:28,179]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:28,181] Post-condition - Close browser and driver
[INFO ] [2020-12-31 12:02:28,181] OS name = windows 10
[INFO ] [2020-12-31 12:02:29,444] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2020-12-31 12:02:29,460] Pre-condition - STEP 01: Open browser
[INFO ] [2020-12-31 12:02:35,952] Pre-condition - STEP 02: Init home page
[INFO ] [2020-12-31 12:02:35,952] Pre-condition - STEP 03: Get home page title
[INFO ] [2020-12-31 12:02:35,966] Pre-condition - STEP 04: Open and Init register page
[INFO ] [2020-12-31 12:02:38,254] Pre-condition - STEP 05: Select Gender
[INFO ] [2020-12-31 12:02:38,400] Pre-condition - STEP 06: Input to first name
[INFO ] [2020-12-31 12:02:38,913] Pre-condition - STEP 07: Input to last name
[INFO ] [2020-12-31 12:02:39,056] Pre-condition - STEP 08: Select day
[INFO ] [2020-12-31 12:02:39,195] Pre-condition - STEP 09: Select month
[INFO ] [2020-12-31 12:02:39,336] Pre-condition - STEP 10: Select year
[INFO ] [2020-12-31 12:02:39,473] Pre-condition - STEP 11: input to email textbox
[INFO ] [2020-12-31 12:02:39,680] Pre-condition - STEP 12: Input company textbox
[INFO ] [2020-12-31 12:02:39,835] Pre-condition - STEP 13: Input to password texbox
[INFO ] [2020-12-31 12:02:40,022] Pre-condition - STEP 14: Input to confim password textbox
[INFO ] [2020-12-31 12:02:40,210] Pre-condition - STEP 15: Click to register button
[INFO ] [2020-12-31 12:02:43,124] Pre-condition - STEP 16: Verify register success message displayed
[INFO ] [2020-12-31 12:02:43,202]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:43,203] Pre-condition - STEP 17: CLick to continue button
[INFO ] [2020-12-31 12:02:45,511] Pre-condition - STEP 18: Verify return to Home page success
[INFO ] [2020-12-31 12:02:45,516]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:45,517] Pre-condition - STEP 19: Init home page
[INFO ] [2020-12-31 12:02:45,517] Pre-condition - STEP 20: Init my account page
[INFO ] [2020-12-31 12:02:46,787] TC_01_updateCustomerInfo - STEP 01: Select gender
[INFO ] [2020-12-31 12:02:47,357] TC_01_updateCustomerInfo - STEP 02: Input to first name
[INFO ] [2020-12-31 12:02:47,663] TC_01_updateCustomerInfo - STEP 03: Input to last name textbox
[INFO ] [2020-12-31 12:02:47,830] TC_01_updateCustomerInfo - STEP 04: Select date
[INFO ] [2020-12-31 12:02:47,952] TC_01_updateCustomerInfo - STEP 06: Select month
[INFO ] [2020-12-31 12:02:48,070] TC_01_updateCustomerInfo - STEP 07: Select year
[INFO ] [2020-12-31 12:02:48,193] TC_01_updateCustomerInfo - STEP 08: Input to email textbox
[INFO ] [2020-12-31 12:02:48,435] TC_01_updateCustomerInfo - STEP 09: Input to company textbox
[INFO ] [2020-12-31 12:02:48,581] TC_01_updateCustomerInfo - STEP 10: Verify first name
[INFO ] [2020-12-31 12:02:48,626]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:48,626] TC_01_updateCustomerInfo - STEP 11: Verify last name 
[INFO ] [2020-12-31 12:02:48,667]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:48,667] TC_01_updateCustomerInfo - STEP 12: Verify Date
[INFO ] [2020-12-31 12:02:48,788]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:48,788] TC_01_updateCustomerInfo - STEP 13: Verify month
[INFO ] [2020-12-31 12:02:48,928]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:48,928] TC_01_updateCustomerInfo - STEP 14: Verify year
[INFO ] [2020-12-31 12:02:49,928]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:49,928] TC_01_updateCustomerInfo - STEP 15: Verify email
[INFO ] [2020-12-31 12:02:49,976]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:49,976] TC_01_updateCustomerInfo - STEP 16: Verify company name
[INFO ] [2020-12-31 12:02:50,022]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:50,022] TC_02_addNewAddress - STEP 01: Click to Address link
[INFO ] [2020-12-31 12:02:51,782] TC_02_addNewAddress - STEP 02: Click to Add new button
[INFO ] [2020-12-31 12:02:52,976] TC_02_addNewAddress - STEP 03: Input to first name
[INFO ] [2020-12-31 12:02:53,217] TC_02_addNewAddress - STEP 04: Input to last name
[INFO ] [2020-12-31 12:02:53,369] TC_02_addNewAddress - STEP 05: Input to Email
[INFO ] [2020-12-31 12:02:53,553] TC_02_addNewAddress - STEP 06: Input to company
[INFO ] [2020-12-31 12:02:53,714] TC_02_addNewAddress - STEP 07: Select Country
[INFO ] [2020-12-31 12:02:53,843] TC_02_addNewAddress - STEP 08: Select State
[INFO ] [2020-12-31 12:02:54,216] TC_02_addNewAddress - STEP 09: input to City texbox
[INFO ] [2020-12-31 12:02:54,404] TC_02_addNewAddress - STEP 10: Input to address 1 textbox
[INFO ] [2020-12-31 12:02:54,588] TC_02_addNewAddress - STEP 11: Input to address 2 textbox
[INFO ] [2020-12-31 12:02:54,741] TC_02_addNewAddress - STEP 12: Inout to Zip code
[INFO ] [2020-12-31 12:02:54,909] TC_02_addNewAddress - STEP 13: Input to phone textbox
[INFO ] [2020-12-31 12:02:55,069] TC_02_addNewAddress - STEP 14: Input to fax number textbox
[INFO ] [2020-12-31 12:02:55,211] TC_02_addNewAddress - STEP 15: Click to SAVE button
[INFO ] [2020-12-31 12:02:58,297] TC_02_addNewAddress - STEP 16: Verify name
[INFO ] [2020-12-31 12:02:58,364]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:58,364] TC_02_addNewAddress - STEP 17: Verify email
[INFO ] [2020-12-31 12:02:58,431]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:58,431] TC_02_addNewAddress - STEP 18: Verify phone number
[INFO ] [2020-12-31 12:02:58,493]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:58,493] TC_02_addNewAddress - STEP 19: Verify fax number
[INFO ] [2020-12-31 12:02:58,569]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:58,569] TC_02_addNewAddress - STEP 20: Verify company name
[INFO ] [2020-12-31 12:02:58,632]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:58,632] TC_02_addNewAddress - STEP 21: Verify address 1
[INFO ] [2020-12-31 12:02:58,713]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:58,713] TC_02_addNewAddress - STEP 22: Verify address 2
[INFO ] [2020-12-31 12:02:58,782]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:58,782] TC_02_addNewAddress - STEP 23: Verify zip code
[INFO ] [2020-12-31 12:02:58,850]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:58,850] TC_02_addNewAddress - STEP 24: Verify country
[INFO ] [2020-12-31 12:02:58,955]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:02:58,956] TC_03_changePassword - STEP 01: Click to change password link
[INFO ] [2020-12-31 12:02:59,957] TC_03_changePassword - STEP 02: Input to password textbox
[INFO ] [2020-12-31 12:03:00,158] TC_03_changePassword - STEP 03: Input to new password textbox
[INFO ] [2020-12-31 12:03:00,381] TC_03_changePassword - STEP 04: Input to confirm new password
[INFO ] [2020-12-31 12:03:00,533] TC_03_changePassword - STEP 05: Click to change password button
[INFO ] [2020-12-31 12:03:01,545] TC_03_changePassword - STEP 06: Verify password chang success
[INFO ] [2020-12-31 12:03:01,610]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:01,611] TC_03_changePassword - STEP 07: click to Logout link
[INFO ] [2020-12-31 12:03:03,788] TC_03_changePassword - STEP 08: Click to login link
[INFO ] [2020-12-31 12:03:04,800] TC_03_changePassword - STEP 09: Open and Init login page
[INFO ] [2020-12-31 12:03:04,800] TC_03_changePassword - STEP 10: Input to Email textbox
[INFO ] [2020-12-31 12:03:05,063] TC_03_changePassword - STEP 11: Input invalid password to password textbox
[INFO ] [2020-12-31 12:03:05,265] TC_03_changePassword - STEP 12: Click to Login button
[INFO ] [2020-12-31 12:03:06,249] TC_03_changePassword - STEP 13: Verify login false
[INFO ] [2020-12-31 12:03:06,334]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:06,334] TC_03_changePassword - STEP 14: Input valid password to password textbox
[INFO ] [2020-12-31 12:03:06,465] TC_03_changePassword - STEP 15: Click to login button
[INFO ] [2020-12-31 12:03:07,863] TC_03_changePassword - STEP 16: Verify login success
[INFO ] [2020-12-31 12:03:07,870]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:07,870] TC_04_myProductReview - STEP 01: Open and Init computer page
[INFO ] [2020-12-31 12:03:08,997] TC_04_myProductReview - STEP 02: Click to Desktop link
[INFO ] [2020-12-31 12:03:10,237] TC_04_myProductReview - STEP 03: CLick to Build your own computer product link
[INFO ] [2020-12-31 12:03:12,653] TC_04_myProductReview - STEP 04: Click to Add your review link
[INFO ] [2020-12-31 12:03:13,750] TC_04_myProductReview - STEP 05: Input to review textbox
[INFO ] [2020-12-31 12:03:13,967] TC_04_myProductReview - STEP 06: Input text to textarea
[INFO ] [2020-12-31 12:03:14,124] TC_04_myProductReview - STEP 07: Select rating
[INFO ] [2020-12-31 12:03:14,244] TC_04_myProductReview - STEP 08: Click to submit button
[INFO ] [2020-12-31 12:03:15,350] TC_04_myProductReview - STEP 09: Verify success message displayed
[INFO ] [2020-12-31 12:03:15,474]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:15,474] TC_04_myProductReview - STEP 10: Click to My account link
[INFO ] [2020-12-31 12:03:16,640] TC_04_myProductReview - STEP 11: Click to My product reviews link
[INFO ] [2020-12-31 12:03:17,708] TC_04_myProductReview - STEP 12: Verify review text displayed
[INFO ] [2020-12-31 12:03:17,772]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:17,772] Post-condition - Close browser and driver
[INFO ] [2020-12-31 12:03:17,772] OS name = windows 10
[INFO ] [2020-12-31 12:03:19,054] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2020-12-31 12:03:19,054] Pre-condition - STEP 01: Open browser
[INFO ] [2020-12-31 12:03:25,166] Pre-condition - STEP 02: Open and Init home page
[INFO ] [2020-12-31 12:03:25,166] Pre-condition - STEP 03: Open and Init search page
[INFO ] [2020-12-31 12:03:27,381] TC_01_searchWithEmptyData - STEP 01: Click to Search button
[INFO ] [2020-12-31 12:03:29,331] TC_01_searchWithEmptyData - STEP 02: verify error message diplayed
[INFO ] [2020-12-31 12:03:29,406]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:29,407] TC_02_searchWithDataNotExist - STEP 01: Input to search textbox
[INFO ] [2020-12-31 12:03:29,640] TC_02_searchWithDataNotExist - STEP 02: CLick to search button
[INFO ] [2020-12-31 12:03:31,492] TC_02_searchWithDataNotExist - STEP 03: Verify message displayed
[INFO ] [2020-12-31 12:03:31,570]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:31,571] TC_03_searchRelative - STEP 01: Input to search textbox
[INFO ] [2020-12-31 12:03:31,723] TC_03_searchRelative - STEP 02: Click to search button
[INFO ] [2020-12-31 12:03:33,673] TC_03_searchRelative - STEP 03: Verify product displayed
[INFO ] [2020-12-31 12:03:33,794]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:33,795] TC_04_searchAbsolute - STEP 01: Input to search textbox
[INFO ] [2020-12-31 12:03:34,011] TC_04_searchAbsolute - STEP 02: Click to search button
[INFO ] [2020-12-31 12:03:35,859] TC_04_searchAbsolute - STEP 03: Verify result displayed
[INFO ] [2020-12-31 12:03:35,928]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:35,929] TC_05_searchWithParentCategories - STEP 01: Input to search textbox
[INFO ] [2020-12-31 12:03:36,100] TC_05_searchWithParentCategories - STEP 02: Select advance search
[INFO ] [2020-12-31 12:03:36,261] TC_05_searchWithParentCategories - STEP 03: Select computer
[INFO ] [2020-12-31 12:03:36,382] TC_05_searchWithParentCategories - STEP 04: Click to search button
[INFO ] [2020-12-31 12:03:37,476] TC_05_searchWithParentCategories - STEP 05: Verify error message displayed
[INFO ] [2020-12-31 12:03:37,548]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:37,548] TC_06_searchWithSubCategories - STEP 01: Open Url search
[INFO ] [2020-12-31 12:03:38,116] TC_06_searchWithSubCategories - STEP 02: Input to search textbox
[INFO ] [2020-12-31 12:03:38,352] TC_06_searchWithSubCategories - STEP 03: Select advance search
[INFO ] [2020-12-31 12:03:38,469] TC_06_searchWithSubCategories - STEP 04: Select Computer
[INFO ] [2020-12-31 12:03:38,646] TC_06_searchWithSubCategories - STEP 05: Select Auto search sub category
[INFO ] [2020-12-31 12:03:38,741] TC_06_searchWithSubCategories - STEP 06: Click to search button
[INFO ] [2020-12-31 12:03:39,920] TC_06_searchWithSubCategories - STEP 07: Verify result
[INFO ] [2020-12-31 12:03:39,985]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:39,986] TC_07_searchWithIncorrectManufacturer - STEP 01: Open search URL
[INFO ] [2020-12-31 12:03:40,517] TC_07_searchWithIncorrectManufacturer - STEP 02: Input to search textbox
[INFO ] [2020-12-31 12:03:40,769] TC_07_searchWithIncorrectManufacturer - STEP 03: Select advance search
[INFO ] [2020-12-31 12:03:40,908] TC_07_searchWithIncorrectManufacturer - STEP 04: Select Computer
[INFO ] [2020-12-31 12:03:41,038] TC_07_searchWithIncorrectManufacturer - STEP 05: Select auto search sub categoryes
[INFO ] [2020-12-31 12:03:41,125] TC_07_searchWithIncorrectManufacturer - STEP 06: Select HP
[INFO ] [2020-12-31 12:03:41,225] TC_07_searchWithIncorrectManufacturer - STEP 07: Click search button
[INFO ] [2020-12-31 12:03:42,289] TC_07_searchWithIncorrectManufacturer - STEP 08: Verify result
[INFO ] [2020-12-31 12:03:42,352]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:42,353] TC_08_searchWithCorrectManufacturer - STEP 01: Open search URL
[INFO ] [2020-12-31 12:03:42,867] TC_08_searchWithCorrectManufacturer - STEP 02: Input to search textbox
[INFO ] [2020-12-31 12:03:43,036] TC_08_searchWithCorrectManufacturer - STEP 03: Select advance search
[INFO ] [2020-12-31 12:03:43,170] TC_08_searchWithCorrectManufacturer - STEP 04: Select Computer
[INFO ] [2020-12-31 12:03:43,324] TC_08_searchWithCorrectManufacturer - STEP 05: Select auto search sub categoryes
[INFO ] [2020-12-31 12:03:43,429] TC_08_searchWithCorrectManufacturer - STEP 06: Select Apple
[INFO ] [2020-12-31 12:03:43,554] TC_08_searchWithCorrectManufacturer - STEP 07: Click search button
[INFO ] [2020-12-31 12:03:45,420] TC_08_searchWithCorrectManufacturer - STEP 08: Verify result
[INFO ] [2020-12-31 12:03:45,481]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:45,482] TC_09_searchInPriceRange - STEP 01: Open search URL
[INFO ] [2020-12-31 12:03:46,030] TC_09_searchInPriceRange - STEP 02: Input to search textbox
[INFO ] [2020-12-31 12:03:46,189] TC_09_searchInPriceRange - STEP 03: Select advance search
[INFO ] [2020-12-31 12:03:46,301] TC_09_searchInPriceRange - STEP 04: Select Computer
[INFO ] [2020-12-31 12:03:46,438] TC_09_searchInPriceRange - STEP 05: Select auto search sub categoryes
[INFO ] [2020-12-31 12:03:46,554] TC_09_searchInPriceRange - STEP 06: Select Apple
[INFO ] [2020-12-31 12:03:46,647] TC_09_searchInPriceRange - STEP 07: Input range
[INFO ] [2020-12-31 12:03:46,851] TC_09_searchInPriceRange - STEP 08: Input range
[INFO ] [2020-12-31 12:03:47,022] TC_09_searchInPriceRange - STEP 09: Click search button
[INFO ] [2020-12-31 12:03:48,155] TC_09_searchInPriceRange - STEP 10: Verify result
[INFO ] [2020-12-31 12:03:48,238]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:48,239] TC_10_searchOutPriceRange - STEP 01: Open search URL
[INFO ] [2020-12-31 12:03:48,729] TC_10_searchOutPriceRange - STEP 02: Input to search textbox
[INFO ] [2020-12-31 12:03:48,894] TC_10_searchOutPriceRange - STEP 03: Select advance search
[INFO ] [2020-12-31 12:03:49,033] TC_10_searchOutPriceRange - STEP 04: Select Computer
[INFO ] [2020-12-31 12:03:49,229] TC_10_searchOutPriceRange - STEP 05: Select auto search sub categoryes
[INFO ] [2020-12-31 12:03:49,350] TC_10_searchOutPriceRange - STEP 06: Select Apple
[INFO ] [2020-12-31 12:03:49,501] TC_10_searchOutPriceRange - STEP 07: Input range
[INFO ] [2020-12-31 12:03:49,633] TC_10_searchOutPriceRange - STEP 08: Input range
[INFO ] [2020-12-31 12:03:49,766] TC_10_searchOutPriceRange - STEP 09: Click search button
[INFO ] [2020-12-31 12:03:50,860] TC_10_searchOutPriceRange - STEP 10: Verify result
[INFO ] [2020-12-31 12:03:50,927]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:50,927] TC_11_searchOutPriceRange - STEP 01: Open search URL
[INFO ] [2020-12-31 12:03:51,430] TC_11_searchOutPriceRange - STEP 02: Input to search textbox
[INFO ] [2020-12-31 12:03:51,584] TC_11_searchOutPriceRange - STEP 03: Select advance search
[INFO ] [2020-12-31 12:03:51,690] TC_11_searchOutPriceRange - STEP 04: Select Computer
[INFO ] [2020-12-31 12:03:51,871] TC_11_searchOutPriceRange - STEP 05: Select auto search sub categoryes
[INFO ] [2020-12-31 12:03:51,961] TC_11_searchOutPriceRange - STEP 06: Select Apple
[INFO ] [2020-12-31 12:03:52,087] TC_11_searchOutPriceRange - STEP 07: Input range
[INFO ] [2020-12-31 12:03:52,231] TC_11_searchOutPriceRange - STEP 08: Input range
[INFO ] [2020-12-31 12:03:52,355] TC_11_searchOutPriceRange - STEP 09: Click search button
[INFO ] [2020-12-31 12:03:53,423] TC_11_searchOutPriceRange - STEP 10: Verify result
[INFO ] [2020-12-31 12:03:53,469]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:03:53,470] Post-condition - STEP 01: Close browser
[INFO ] [2020-12-31 12:03:53,470] OS name = windows 10
[INFO ] [2020-12-31 12:03:54,756] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2020-12-31 12:03:54,772] Pre-condition - STEP 01: Open browser
[INFO ] [2020-12-31 12:04:00,606] Pre-condition - STEP 02: Open and Init home page
[INFO ] [2020-12-31 12:04:00,606] Pre-condition - STEP 03: Open and Init Computer page
[INFO ] [2020-12-31 12:04:03,136] Pre-condition - STEP 04: Click to notebooks link
[INFO ] [2020-12-31 12:04:05,375] Pre-TC_01_sortWithNameAtoZ - STEP 01: Select sort name A to Z
[INFO ] [2020-12-31 12:04:07,214] Pre-TC_01_sortWithNameAtoZ - STEP 02: Verify name sorted ascending
[INFO ] [2020-12-31 12:04:07,516]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:07,516] Pre-TC_02_sortWithNameZtoA - STEP 01: Select sort name Z to A
[INFO ] [2020-12-31 12:04:08,342] Pre-TC_02_sortWithNameZtoA - STEP 02: Verify name sorted descending
[INFO ] [2020-12-31 12:04:08,708]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:08,709] Pre-TC_03_sortWithPriceAtoZ - STEP 01: Select price A to Z
[INFO ] [2020-12-31 12:04:09,654] Pre-TC_03_sortWithPriceAtoZ - STEP 02: Verify price sorted ascending
[INFO ] [2020-12-31 12:04:09,950]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:09,951] Pre-TC_04_sortWithPriceZtoA - STEP 01: Select price Z to A
[INFO ] [2020-12-31 12:04:10,860] Pre-TC_04_sortWithPriceZtoA - STEP 02: Verify price sorted descending
